List,Stock,Buy Date,Buy Price,Qty,Buy Value,CMP,Current Value,Gain Amount,% Gain,Strategy Name,Target Price,Total Potential Gain,Remaining Gain,Target Value,Time Frame,Account Owner
Good 45,LICI,11-May-2022,904.00,20,"18,080.00",878.90,"17,578.00",-502.00,-2.78%,SMA + BDC,"1,115.00",23.34%,26.86%,"22,300.00",1372,Own
